nohup: ignoring input
cuda:2
Namespace(adapter_lr=0.0006, batch_size=100, clip_bound=2.3, clipping_style='all-layer', cluster_temperature=1.0, dataset='CIFAR-10', dataset_dir='/home/chenyannan/fast-differential-privacy-main/examples/image_classification/data', downsample_lr=0.0006, epochs=55, epsilon=8, feature_dim=128, global_lr=1.03, image_size=224, instance_temperature=0.5, learning_rate=0.004, local_epoch=6, mini_bs=100, miu_cm=0.5, model_path='save/Cifar-10-DPFL-ResNet18-adam3', model_temperature=0.5, momentum=0.3, n_clients=600, project_lr=0.0008, r_conv=6, r_proj=16, reload=False, resnet='ResNet18', resnet_lr=0.006, sample_ratio=1, seed=17, start_epoch=0, test_image_size=256, weight_decay=1e-05, workers=8)
save/Img-10-pretrain-transform/checkpoint_532.tar
resnet.conv1.weight 9408 torch.Size([64, 3, 7, 7])
resnet.bn1.weight 64 torch.Size([64])
resnet.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn1.weight 64 torch.Size([64])
resnet.layer1.0.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn2.weight 64 torch.Size([64])
resnet.layer1.0.bn2.bias 64 torch.Size([64])
resnet.layer1.1.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn1.weight 64 torch.Size([64])
resnet.layer1.1.bn1.bias 64 torch.Size([64])
resnet.layer1.1.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn2.weight 64 torch.Size([64])
resnet.layer1.1.bn2.bias 64 torch.Size([64])
resnet.layer2.0.conv1.weight 73728 torch.Size([128, 64, 3, 3])
resnet.layer2.0.bn1.weight 128 torch.Size([128])
resnet.layer2.0.bn1.bias 128 torch.Size([128])
resnet.layer2.0.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.0.bn2.weight 128 torch.Size([128])
resnet.layer2.0.bn2.bias 128 torch.Size([128])
resnet.layer2.0.downsample.0.weight 8192 torch.Size([128, 64, 1, 1])
resnet.layer2.0.downsample.1.weight 128 torch.Size([128])
resnet.layer2.0.downsample.1.bias 128 torch.Size([128])
resnet.layer2.1.conv1.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn1.weight 128 torch.Size([128])
resnet.layer2.1.bn1.bias 128 torch.Size([128])
resnet.layer2.1.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn2.weight 128 torch.Size([128])
resnet.layer2.1.bn2.bias 128 torch.Size([128])
resnet.layer3.0.conv1.weight 294912 torch.Size([256, 128, 3, 3])
resnet.layer3.0.bn1.weight 256 torch.Size([256])
resnet.layer3.0.bn1.bias 256 torch.Size([256])
resnet.layer3.0.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.0.bn2.weight 256 torch.Size([256])
resnet.layer3.0.bn2.bias 256 torch.Size([256])
resnet.layer3.0.downsample.0.weight 32768 torch.Size([256, 128, 1, 1])
resnet.layer3.0.downsample.1.weight 256 torch.Size([256])
resnet.layer3.0.downsample.1.bias 256 torch.Size([256])
resnet.layer3.1.conv1.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn1.weight 256 torch.Size([256])
resnet.layer3.1.bn1.bias 256 torch.Size([256])
resnet.layer3.1.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn2.weight 256 torch.Size([256])
resnet.layer3.1.bn2.bias 256 torch.Size([256])
resnet.layer4.0.conv1.weight 1179648 torch.Size([512, 256, 3, 3])
resnet.layer4.0.bn1.weight 512 torch.Size([512])
resnet.layer4.0.bn1.bias 512 torch.Size([512])
resnet.layer4.0.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.0.bn2.weight 512 torch.Size([512])
resnet.layer4.0.bn2.bias 512 torch.Size([512])
resnet.layer4.0.downsample.0.weight 131072 torch.Size([512, 256, 1, 1])
resnet.layer4.0.downsample.1.weight 512 torch.Size([512])
resnet.layer4.0.downsample.1.bias 512 torch.Size([512])
resnet.layer4.1.conv1.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn1.weight 512 torch.Size([512])
resnet.layer4.1.bn1.bias 512 torch.Size([512])
resnet.layer4.1.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn2.weight 512 torch.Size([512])
resnet.layer4.1.bn2.bias 512 torch.Size([512])
instance_projector.0.weight 262144 torch.Size([512, 512])
instance_projector.0.bias 512 torch.Size([512])
instance_projector.2.weight 65536 torch.Size([128, 512])
instance_projector.2.bias 128 torch.Size([128])
cluster_projector.0.weight 262144 torch.Size([512, 512])
cluster_projector.0.bias 512 torch.Size([512])
cluster_projector.2.weight 5120 torch.Size([10, 512])
cluster_projector.2.bias 10 torch.Size([10])
sigma: 3.857421875
Number of total parameters:  11772618
Norm:  tensor(2.8009, device='cuda:2')
Round:  21 User: 565 Train Loss: 6.041
Norm:  tensor(2.7797, device='cuda:2')
Round:  21 User: 566 Train Loss: 6.179
Norm:  tensor(2.7289, device='cuda:2')
Round:  21 User: 567 Train Loss: 6.084
Norm:  tensor(2.7683, device='cuda:2')
Round:  21 User: 568 Train Loss: 6.125
Norm:  tensor(2.7848, device='cuda:2')
Round:  21 User: 569 Train Loss: 6.079
Norm:  tensor(2.6426, device='cuda:2')
Round:  21 User: 570 Train Loss: 6.165
Norm:  tensor(2.8391, device='cuda:2')
Round:  21 User: 571 Train Loss: 6.098
Norm:  tensor(2.7868, device='cuda:2')
Round:  21 User: 572 Train Loss: 6.127
Norm:  tensor(2.6760, device='cuda:2')
Round:  21 User: 573 Train Loss: 6.132
Norm:  tensor(2.8101, device='cuda:2')
Round:  21 User: 574 Train Loss: 6.174
Norm:  tensor(2.8660, device='cuda:2')
Round:  21 User: 575 Train Loss: 6.077
Norm:  tensor(2.8524, device='cuda:2')
Round:  21 User: 576 Train Loss: 6.115
Norm:  tensor(2.7009, device='cuda:2')
Round:  21 User: 577 Train Loss: 6.162
Norm:  tensor(2.8378, device='cuda:2')
Round:  21 User: 578 Train Loss: 6.178
Norm:  tensor(2.9114, device='cuda:2')
Round:  21 User: 579 Train Loss: 6.129
Norm:  tensor(2.7310, device='cuda:2')
Round:  21 User: 580 Train Loss: 6.159
Norm:  tensor(2.8348, device='cuda:2')
Round:  21 User: 581 Train Loss: 6.085
Norm:  tensor(2.8708, device='cuda:2')
Round:  21 User: 582 Train Loss: 6.143
Norm:  tensor(2.7700, device='cuda:2')
Round:  21 User: 583 Train Loss: 6.098
Norm:  tensor(2.7837, device='cuda:2')
Round:  21 User: 584 Train Loss: 6.190
Norm:  tensor(2.8277, device='cuda:2')
Round:  21 User: 585 Train Loss: 6.094
Norm:  tensor(2.7285, device='cuda:2')
Round:  21 User: 586 Train Loss: 6.132
Norm:  tensor(2.8104, device='cuda:2')
Round:  21 User: 587 Train Loss: 6.191
Norm:  tensor(2.7458, device='cuda:2')
Round:  21 User: 588 Train Loss: 6.139
Norm:  tensor(2.7510, device='cuda:2')
Round:  21 User: 589 Train Loss: 6.140
Norm:  tensor(2.8357, device='cuda:2')
Round:  21 User: 590 Train Loss: 6.167
Norm:  tensor(2.7928, device='cuda:2')
Round:  21 User: 591 Train Loss: 6.086
Norm:  tensor(2.8336, device='cuda:2')
Round:  21 User: 592 Train Loss: 6.169
Norm:  tensor(2.7969, device='cuda:2')
Round:  21 User: 593 Train Loss: 6.143
Norm:  tensor(2.8471, device='cuda:2')
Round:  21 User: 594 Train Loss: 6.082
Norm:  tensor(2.9415, device='cuda:2')
Round:  21 User: 595 Train Loss: 6.114
Norm:  tensor(2.7055, device='cuda:2')
Round:  21 User: 596 Train Loss: 6.207
Norm:  tensor(2.6933, device='cuda:2')
Round:  21 User: 597 Train Loss: 6.154
Norm:  tensor(2.7524, device='cuda:2')
Round:  21 User: 598 Train Loss: 6.119
Norm:  tensor(2.7855, device='cuda:2')
Round:  21 User: 599 Train Loss: 6.157
clip_bound 1.6
count 600
updated norm:  tensor(0.3107, device='cuda:2')
*********Round:  21 Train Loss: 6.144
### Creating features from model ###
Step [0/120]	 Computing features...
Step [20/120]	 Computing features...
Step [40/120]	 Computing features...
Step [60/120]	 Computing features...
Step [80/120]	 Computing features...
Step [100/120]	 Computing features...
Global  NMI = 0.4316 ARI = 0.3478 F = 0.4141 ACC = 0.5674
Average NMI = 0.5578 ARI = 0.3480 F = 0.4144 ACC = 0.5773
Norm:  tensor(2.6699, device='cuda:2')
Round:  22 User: 0 Train Loss: 6.209
Norm:  tensor(2.7094, device='cuda:2')
Round:  22 User: 1 Train Loss: 6.149
Norm:  tensor(2.8168, device='cuda:2')
Round:  22 User: 2 Train Loss: 6.176
Norm:  tensor(2.7676, device='cuda:2')
Round:  22 User: 3 Train Loss: 6.173
Norm:  tensor(2.6757, device='cuda:2')
Round:  22 User: 4 Train Loss: 6.139
Norm:  tensor(2.8212, device='cuda:2')
Round:  22 User: 5 Train Loss: 6.192
Norm:  tensor(2.7676, device='cuda:2')
Round:  22 User: 6 Train Loss: 6.153
Norm:  tensor(2.6975, device='cuda:2')
Round:  22 User: 7 Train Loss: 6.236
Norm:  tensor(2.8744, device='cuda:2')
Round:  22 User: 8 Train Loss: 6.146
Norm:  tensor(2.5437, device='cuda:2')
Round:  22 User: 9 Train Loss: 6.193
Norm:  tensor(2.7516, device='cuda:2')
Round:  22 User: 10 Train Loss: 6.090
Norm:  tensor(2.7114, device='cuda:2')
Round:  22 User: 11 Train Loss: 6.143
Norm:  tensor(2.7401, device='cuda:2')
Round:  22 User: 12 Train Loss: 6.172
Norm:  tensor(2.7343, device='cuda:2')
Round:  22 User: 13 Train Loss: 6.088
Norm:  tensor(2.8627, device='cuda:2')
Round:  22 User: 14 Train Loss: 6.194
Norm:  tensor(2.7272, device='cuda:2')
Round:  22 User: 15 Train Loss: 6.143
Norm:  tensor(2.7773, device='cuda:2')
Round:  22 User: 16 Train Loss: 6.114
Norm:  tensor(2.7337, device='cuda:2')
Round:  22 User: 17 Train Loss: 6.119
Norm:  tensor(2.6924, device='cuda:2')
Round:  22 User: 18 Train Loss: 6.134
Norm:  tensor(2.9049, device='cuda:2')
Round:  22 User: 19 Train Loss: 6.182
Norm:  tensor(2.9660, device='cuda:2')
Round:  22 User: 20 Train Loss: 6.128
Norm:  tensor(2.8113, device='cuda:2')
Round:  22 User: 21 Train Loss: 6.213
Norm:  tensor(2.6576, device='cuda:2')
Round:  22 User: 22 Train Loss: 6.224
Norm:  tensor(2.7159, device='cuda:2')
Round:  22 User: 23 Train Loss: 6.129
Norm:  tensor(2.7895, device='cuda:2')
Round:  22 User: 24 Train Loss: 6.096
Norm:  tensor(2.7404, device='cuda:2')
Round:  22 User: 25 Train Loss: 6.207
Norm:  tensor(2.7907, device='cuda:2')
Round:  22 User: 26 Train Loss: 6.194
Norm:  tensor(2.8250, device='cuda:2')
Round:  22 User: 27 Train Loss: 6.063
Norm:  tensor(2.6973, device='cuda:2')
Round:  22 User: 28 Train Loss: 6.107
Norm:  tensor(2.7477, device='cuda:2')
Round:  22 User: 29 Train Loss: 6.181
Norm:  tensor(2.8222, device='cuda:2')
Round:  22 User: 30 Train Loss: 6.143
Norm:  tensor(2.6901, device='cuda:2')
Round:  22 User: 31 Train Loss: 6.115
Norm:  tensor(2.7342, device='cuda:2')
Round:  22 User: 32 Train Loss: 6.158
Norm:  tensor(2.6824, device='cuda:2')
Round:  22 User: 33 Train Loss: 6.054
Norm:  tensor(2.8448, device='cuda:2')
Round:  22 User: 34 Train Loss: 6.113
Norm:  tensor(2.7834, device='cuda:2')
Round:  22 User: 35 Train Loss: 6.158
Norm:  tensor(2.9095, device='cuda:2')
Round:  22 User: 36 Train Loss: 6.127
Norm:  tensor(2.7119, device='cuda:2')
Round:  22 User: 37 Train Loss: 6.227
Norm:  tensor(2.7771, device='cuda:2')
Round:  22 User: 38 Train Loss: 6.116
Norm:  tensor(2.9125, device='cuda:2')
Round:  22 User: 39 Train Loss: 6.171
Norm:  tensor(2.6716, device='cuda:2')
Round:  22 User: 40 Train Loss: 6.131
Norm:  tensor(2.7126, device='cuda:2')
Round:  22 User: 41 Train Loss: 6.186
Norm:  tensor(2.7992, device='cuda:2')
Round:  22 User: 42 Train Loss: 6.106
Norm:  tensor(2.8514, device='cuda:2')
Round:  22 User: 43 Train Loss: 6.134
Norm:  tensor(2.8037, device='cuda:2')
Round:  22 User: 44 Train Loss: 6.105
Norm:  tensor(2.7302, device='cuda:2')
Round:  22 User: 45 Train Loss: 6.084
Norm:  tensor(2.7822, device='cuda:2')
Round:  22 User: 46 Train Loss: 6.183
Norm:  tensor(2.8329, device='cuda:2')
Round:  22 User: 47 Train Loss: 6.175
Norm:  tensor(2.8262, device='cuda:2')
Round:  22 User: 48 Train Loss: 6.131
Norm:  tensor(2.7481, device='cuda:2')
Round:  22 User: 49 Train Loss: 6.164
Norm:  tensor(2.7095, device='cuda:2')
Round:  22 User: 50 Train Loss: 6.164
Norm:  tensor(2.7685, device='cuda:2')
Round:  22 User: 51 Train Loss: 6.186
Norm:  tensor(2.8326, device='cuda:2')
Round:  22 User: 52 Train Loss: 6.157
Norm:  tensor(2.6823, device='cuda:2')
Round:  22 User: 53 Train Loss: 6.132
Norm:  tensor(2.6451, device='cuda:2')
Round:  22 User: 54 Train Loss: 6.215
Norm:  tensor(2.6441, device='cuda:2')
Round:  22 User: 55 Train Loss: 6.128
Norm:  tensor(2.7682, device='cuda:2')
Round:  22 User: 56 Train Loss: 6.106
Norm:  tensor(2.7012, device='cuda:2')
Round:  22 User: 57 Train Loss: 6.145
Norm:  tensor(2.7189, device='cuda:2')
Round:  22 User: 58 Train Loss: 6.087
Norm:  tensor(2.6396, device='cuda:2')
Round:  22 User: 59 Train Loss: 6.130
Norm:  tensor(2.8037, device='cuda:2')
Round:  22 User: 60 Train Loss: 6.161
Norm:  tensor(2.6653, device='cuda:2')
Round:  22 User: 61 Train Loss: 6.197
Norm:  tensor(2.7643, device='cuda:2')
Round:  22 User: 62 Train Loss: 6.063
Norm:  tensor(2.8174, device='cuda:2')
Round:  22 User: 63 Train Loss: 6.093
Norm:  tensor(2.8669, device='cuda:2')
Round:  22 User: 64 Train Loss: 6.185
Norm:  tensor(2.7815, device='cuda:2')
Round:  22 User: 65 Train Loss: 6.107
Norm:  tensor(2.8155, device='cuda:2')
Round:  22 User: 66 Train Loss: 6.136
Norm:  tensor(2.8164, device='cuda:2')
Round:  22 User: 67 Train Loss: 6.146
Norm:  tensor(2.7614, device='cuda:2')
Round:  22 User: 68 Train Loss: 6.121
Norm:  tensor(2.7205, device='cuda:2')
Round:  22 User: 69 Train Loss: 6.256
Norm:  tensor(2.7276, device='cuda:2')
Round:  22 User: 70 Train Loss: 6.162
Norm:  tensor(2.7822, device='cuda:2')
Round:  22 User: 71 Train Loss: 6.210
Norm:  tensor(2.7742, device='cuda:2')
Round:  22 User: 72 Train Loss: 6.093
Norm:  tensor(2.9134, device='cuda:2')
Round:  22 User: 73 Train Loss: 6.132
Norm:  tensor(2.8542, device='cuda:2')
Round:  22 User: 74 Train Loss: 6.094
Norm:  tensor(2.6590, device='cuda:2')
Round:  22 User: 75 Train Loss: 6.155
Norm:  tensor(2.7957, device='cuda:2')
Round:  22 User: 76 Train Loss: 6.201
Norm:  tensor(2.7600, device='cuda:2')
Round:  22 User: 77 Train Loss: 6.161
Norm:  tensor(2.8240, device='cuda:2')
Round:  22 User: 78 Train Loss: 6.112
Norm:  tensor(2.7451, device='cuda:2')
Round:  22 User: 79 Train Loss: 6.098
Norm:  tensor(2.7604, device='cuda:2')
Round:  22 User: 80 Train Loss: 6.115
Norm:  tensor(2.7696, device='cuda:2')
Round:  22 User: 81 Train Loss: 6.170
Norm:  tensor(2.7618, device='cuda:2')
Round:  22 User: 82 Train Loss: 6.139
Norm:  tensor(2.7306, device='cuda:2')
Round:  22 User: 83 Train Loss: 6.133
Norm:  tensor(2.7400, device='cuda:2')
Round:  22 User: 84 Train Loss: 6.182
Norm:  tensor(2.8678, device='cuda:2')
Round:  22 User: 85 Train Loss: 6.191
Norm:  tensor(2.7775, device='cuda:2')
Round:  22 User: 86 Train Loss: 6.189
Norm:  tensor(2.7088, device='cuda:2')
Round:  22 User: 87 Train Loss: 6.208
Norm:  tensor(2.8229, device='cuda:2')
Round:  22 User: 88 Train Loss: 6.136
Norm:  tensor(2.7699, device='cuda:2')
Round:  22 User: 89 Train Loss: 6.115
Norm:  tensor(2.8513, device='cuda:2')
Round:  22 User: 90 Train Loss: 6.117
Norm:  tensor(2.9321, device='cuda:2')
Round:  22 User: 91 Train Loss: 6.120
Norm:  tensor(2.9061, device='cuda:2')
Round:  22 User: 92 Train Loss: 6.065
Norm:  tensor(2.7875, device='cuda:2')
Round:  22 User: 93 Train Loss: 6.109
Norm:  tensor(2.6849, device='cuda:2')
Round:  22 User: 94 Train Loss: 6.096
Norm:  tensor(2.8826, device='cuda:2')
Round:  22 User: 95 Train Loss: 6.086
Norm:  tensor(2.8326, device='cuda:2')
Round:  22 User: 96 Train Loss: 6.174
Norm:  tensor(2.7336, device='cuda:2')
Round:  22 User: 97 Train Loss: 6.166
Norm:  tensor(2.8306, device='cuda:2')
Round:  22 User: 98 Train Loss: 6.113
Norm:  tensor(2.8442, device='cuda:2')
Round:  22 User: 99 Train Loss: 6.195
Norm:  tensor(2.7752, device='cuda:2')
Round:  22 User: 100 Train Loss: 6.125
Norm:  tensor(2.8029, device='cuda:2')
Round:  22 User: 101 Train Loss: 6.125
Norm:  tensor(2.6967, device='cuda:2')
Round:  22 User: 102 Train Loss: 6.191
Norm:  tensor(2.7918, device='cuda:2')
Round:  22 User: 103 Train Loss: 6.118
Norm:  tensor(2.8809, device='cuda:2')
Round:  22 User: 104 Train Loss: 6.162
Norm:  tensor(2.8874, device='cuda:2')
Round:  22 User: 105 Train Loss: 6.172
Norm:  tensor(2.6996, device='cuda:2')
Round:  22 User: 106 Train Loss: 6.107
Norm:  tensor(2.7782, device='cuda:2')
Round:  22 User: 107 Train Loss: 6.170
Norm:  tensor(2.6845, device='cuda:2')
Round:  22 User: 108 Train Loss: 6.167
Norm:  tensor(2.9104, device='cuda:2')
Round:  22 User: 109 Train Loss: 6.091
Norm:  tensor(2.8228, device='cuda:2')
Round:  22 User: 110 Train Loss: 6.082
Norm:  tensor(2.8398, device='cuda:2')
Round:  22 User: 111 Train Loss: 6.110
Norm:  tensor(2.7134, device='cuda:2')
Round:  22 User: 112 Train Loss: 6.128
Norm:  tensor(2.7058, device='cuda:2')
Round:  22 User: 113 Train Loss: 6.131
Norm:  tensor(2.8338, device='cuda:2')
Round:  22 User: 114 Train Loss: 6.085
Norm:  tensor(2.7576, device='cuda:2')
Round:  22 User: 115 Train Loss: 6.172
Norm:  tensor(2.7314, device='cuda:2')
Round:  22 User: 116 Train Loss: 6.106
Norm:  tensor(2.7387, device='cuda:2')
Round:  22 User: 117 Train Loss: 6.103
Norm:  tensor(2.8297, device='cuda:2')
Round:  22 User: 118 Train Loss: 6.134
Norm:  tensor(2.7803, device='cuda:2')
Round:  22 User: 119 Train Loss: 6.069
Norm:  tensor(2.7895, device='cuda:2')
Round:  22 User: 120 Train Loss: 6.158
Norm:  tensor(2.7989, device='cuda:2')
Round:  22 User: 121 Train Loss: 6.130
Norm:  tensor(2.8442, device='cuda:2')
Round:  22 User: 122 Train Loss: 6.188
Norm:  tensor(2.6770, device='cuda:2')
Round:  22 User: 123 Train Loss: 6.185
Norm:  tensor(2.8581, device='cuda:2')
Round:  22 User: 124 Train Loss: 6.181
Norm:  tensor(2.7027, device='cuda:2')
Round:  22 User: 125 Train Loss: 6.116
Norm:  tensor(2.7336, device='cuda:2')
Round:  22 User: 126 Train Loss: 6.106
Norm:  tensor(2.6776, device='cuda:2')
Round:  22 User: 127 Train Loss: 6.140
Norm:  tensor(2.7825, device='cuda:2')
Round:  22 User: 128 Train Loss: 6.190
Norm:  tensor(2.6557, device='cuda:2')
Round:  22 User: 129 Train Loss: 6.207
Norm:  tensor(2.8292, device='cuda:2')
Round:  22 User: 130 Train Loss: 6.191
Norm:  tensor(2.7978, device='cuda:2')
Round:  22 User: 131 Train Loss: 6.074
Norm:  tensor(2.8127, device='cuda:2')
Round:  22 User: 132 Train Loss: 6.163
Norm:  tensor(2.7428, device='cuda:2')
Round:  22 User: 133 Train Loss: 6.056
Norm:  tensor(2.8336, device='cuda:2')
Round:  22 User: 134 Train Loss: 6.160
Norm:  tensor(2.6656, device='cuda:2')
Round:  22 User: 135 Train Loss: 6.101
Norm:  tensor(2.8304, device='cuda:2')
Round:  22 User: 136 Train Loss: 6.092
Norm:  tensor(2.7706, device='cuda:2')
Round:  22 User: 137 Train Loss: 6.169
Norm:  tensor(2.8053, device='cuda:2')
Round:  22 User: 138 Train Loss: 6.038
Norm:  tensor(2.6830, device='cuda:2')
Round:  22 User: 139 Train Loss: 6.169
Norm:  tensor(2.7580, device='cuda:2')
Round:  22 User: 140 Train Loss: 6.262
Norm:  tensor(2.6946, device='cuda:2')
Round:  22 User: 141 Train Loss: 6.099
Norm:  tensor(2.7897, device='cuda:2')
Round:  22 User: 142 Train Loss: 6.122
Norm:  tensor(2.7510, device='cuda:2')
Round:  22 User: 143 Train Loss: 6.064
Norm:  tensor(2.8057, device='cuda:2')
Round:  22 User: 144 Train Loss: 6.060
Norm:  tensor(2.7203, device='cuda:2')
Round:  22 User: 145 Train Loss: 6.135
Norm:  tensor(2.7471, device='cuda:2')
Round:  22 User: 146 Train Loss: 6.086
Norm:  tensor(2.6997, device='cuda:2')
Round:  22 User: 147 Train Loss: 6.176
Norm:  tensor(2.7347, device='cuda:2')
Round:  22 User: 148 Train Loss: 6.156
Norm:  tensor(2.8072, device='cuda:2')
Round:  22 User: 149 Train Loss: 6.155
Norm:  tensor(2.8962, device='cuda:2')
Round:  22 User: 150 Train Loss: 6.236
Norm:  tensor(2.6570, device='cuda:2')
Round:  22 User: 151 Train Loss: 6.258
Norm:  tensor(2.8691, device='cuda:2')
Round:  22 User: 152 Train Loss: 6.101
Norm:  tensor(2.9331, device='cuda:2')
Round:  22 User: 153 Train Loss: 6.090
Norm:  tensor(2.8503, device='cuda:2')
Round:  22 User: 154 Train Loss: 6.092
Norm:  tensor(2.7415, device='cuda:2')
Round:  22 User: 155 Train Loss: 6.264
Norm:  tensor(2.8728, device='cuda:2')
Round:  22 User: 156 Train Loss: 6.123
Norm:  tensor(2.7859, device='cuda:2')
Round:  22 User: 157 Train Loss: 6.110
Norm:  tensor(2.8210, device='cuda:2')
Round:  22 User: 158 Train Loss: 6.106
Norm:  tensor(2.7835, device='cuda:2')
Round:  22 User: 159 Train Loss: 6.127
Norm:  tensor(2.6897, device='cuda:2')
Round:  22 User: 160 Train Loss: 6.154
Norm:  tensor(2.7164, device='cuda:2')
Round:  22 User: 161 Train Loss: 6.124
Norm:  tensor(2.8382, device='cuda:2')
Round:  22 User: 162 Train Loss: 6.134
Norm:  tensor(2.7931, device='cuda:2')
Round:  22 User: 163 Train Loss: 6.158
Norm:  tensor(2.7917, device='cuda:2')
Round:  22 User: 164 Train Loss: 6.105
Norm:  tensor(2.8287, device='cuda:2')
Round:  22 User: 165 Train Loss: 6.019
Norm:  tensor(2.8219, device='cuda:2')
Round:  22 User: 166 Train Loss: 6.068
Norm:  tensor(2.7758, device='cuda:2')
Round:  22 User: 167 Train Loss: 6.122
Norm:  tensor(2.7990, device='cuda:2')
Round:  22 User: 168 Train Loss: 6.116
Norm:  tensor(2.8640, device='cuda:2')
Round:  22 User: 169 Train Loss: 6.106
Norm:  tensor(2.7875, device='cuda:2')
Round:  22 User: 170 Train Loss: 6.076
Norm:  tensor(2.7262, device='cuda:2')
Round:  22 User: 171 Train Loss: 6.171
Norm:  tensor(2.6326, device='cuda:2')
Round:  22 User: 172 Train Loss: 6.164
Norm:  tensor(2.6934, device='cuda:2')
Round:  22 User: 173 Train Loss: 6.126
Norm:  tensor(2.7815, device='cuda:2')
Round:  22 User: 174 Train Loss: 6.130
Norm:  tensor(2.7878, device='cuda:2')
Round:  22 User: 175 Train Loss: 6.094
Norm:  tensor(2.8624, device='cuda:2')
Round:  22 User: 176 Train Loss: 6.152
Norm:  tensor(2.7783, device='cuda:2')
Round:  22 User: 177 Train Loss: 6.132
Norm:  tensor(2.6346, device='cuda:2')
Round:  22 User: 178 Train Loss: 6.140
Norm:  tensor(2.8620, device='cuda:2')
Round:  22 User: 179 Train Loss: 6.104
Norm:  tensor(2.8377, device='cuda:2')
Round:  22 User: 180 Train Loss: 6.160
Norm:  tensor(2.7746, device='cuda:2')
Round:  22 User: 181 Train Loss: 6.097
Norm:  tensor(2.8530, device='cuda:2')
Round:  22 User: 182 Train Loss: 6.089
Norm:  tensor(2.8559, device='cuda:2')
Round:  22 User: 183 Train Loss: 6.119
Norm:  tensor(2.8390, device='cuda:2')
Round:  22 User: 184 Train Loss: 6.169
Norm:  tensor(2.6608, device='cuda:2')
Round:  22 User: 185 Train Loss: 6.326
Norm:  tensor(2.6221, device='cuda:2')
Round:  22 User: 186 Train Loss: 6.202
Norm:  tensor(2.7171, device='cuda:2')
Round:  22 User: 187 Train Loss: 6.108
Norm:  tensor(2.8619, device='cuda:2')
Round:  22 User: 188 Train Loss: 6.095
Norm:  tensor(2.8458, device='cuda:2')
Round:  22 User: 189 Train Loss: 6.095
Norm:  tensor(2.7087, device='cuda:2')
Round:  22 User: 190 Train Loss: 6.106
Norm:  tensor(2.7628, device='cuda:2')
Round:  22 User: 191 Train Loss: 6.112
Norm:  tensor(2.8101, device='cuda:2')
Round:  22 User: 192 Train Loss: 6.041
Norm:  tensor(2.6907, device='cuda:2')
Round:  22 User: 193 Train Loss: 6.171
Norm:  tensor(2.8694, device='cuda:2')
Round:  22 User: 194 Train Loss: 6.173
Norm:  tensor(2.9339, device='cuda:2')
Round:  22 User: 195 Train Loss: 6.025
Norm:  tensor(2.8620, device='cuda:2')
Round:  22 User: 196 Train Loss: 6.115
Norm:  tensor(2.7531, device='cuda:2')
Round:  22 User: 197 Train Loss: 6.128
Norm:  tensor(2.7981, device='cuda:2')
Round:  22 User: 198 Train Loss: 6.168
Norm:  tensor(2.7994, device='cuda:2')
Round:  22 User: 199 Train Loss: 6.107
Norm:  tensor(2.7968, device='cuda:2')
Round:  22 User: 200 Train Loss: 6.160
Norm:  tensor(2.8450, device='cuda:2')
Round:  22 User: 201 Train Loss: 6.104
Norm:  tensor(2.8144, device='cuda:2')
Round:  22 User: 202 Train Loss: 6.186
Norm:  tensor(2.8234, device='cuda:2')
Round:  22 User: 203 Train Loss: 6.122
Norm:  tensor(2.8882, device='cuda:2')
Round:  22 User: 204 Train Loss: 6.212
Norm:  tensor(2.8525, device='cuda:2')
Round:  22 User: 205 Train Loss: 6.131
Norm:  tensor(2.6770, device='cuda:2')
Round:  22 User: 206 Train Loss: 6.200
Norm:  tensor(2.7572, device='cuda:2')
Round:  22 User: 207 Train Loss: 6.155
Norm:  tensor(2.7635, device='cuda:2')
Round:  22 User: 208 Train Loss: 6.191
Norm:  tensor(2.7274, device='cuda:2')
Round:  22 User: 209 Train Loss: 6.205
Norm:  tensor(2.7757, device='cuda:2')
Round:  22 User: 210 Train Loss: 6.137
Norm:  tensor(2.9417, device='cuda:2')
Round:  22 User: 211 Train Loss: 6.101
Norm:  tensor(2.8395, device='cuda:2')
Round:  22 User: 212 Train Loss: 6.142
Norm:  tensor(2.8155, device='cuda:2')
Round:  22 User: 213 Train Loss: 6.086
Norm:  tensor(2.8621, device='cuda:2')
Round:  22 User: 214 Train Loss: 6.075
