nohup: ignoring input
cuda:2
Namespace(adapter_lr=0.0006, batch_size=100, clip_bound=2.3, clipping_style='all-layer', cluster_temperature=1.0, dataset='CIFAR-10', dataset_dir='/home/chenyannan/fast-differential-privacy-main/examples/image_classification/data', downsample_lr=0.0006, epochs=55, epsilon=8, feature_dim=128, global_lr=1.06, image_size=224, instance_temperature=0.5, learning_rate=0.004, local_epoch=6, mini_bs=100, miu=0.5, model_path='save/Cifar-10-DPFL-ResNet18-fedx', model_temperature=0.5, momentum=0.3, n_clients=600, project_lr=0.0006, r_conv=6, r_proj=16, reload=False, resnet='ResNet18', resnet_lr=0.006, sample_ratio=1, seed=17, start_epoch=0, test_image_size=256, weight_decay=1e-05, workers=4)
save/Img-10-pretrain-transform/checkpoint_532.tar
resnet.conv1.weight 9408 torch.Size([64, 3, 7, 7])
resnet.bn1.weight 64 torch.Size([64])
resnet.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn1.weight 64 torch.Size([64])
resnet.layer1.0.bn1.bias 64 torch.Size([64])
resnet.layer1.0.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.0.bn2.weight 64 torch.Size([64])
resnet.layer1.0.bn2.bias 64 torch.Size([64])
resnet.layer1.1.conv1.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn1.weight 64 torch.Size([64])
resnet.layer1.1.bn1.bias 64 torch.Size([64])
resnet.layer1.1.conv2.weight 36864 torch.Size([64, 64, 3, 3])
resnet.layer1.1.bn2.weight 64 torch.Size([64])
resnet.layer1.1.bn2.bias 64 torch.Size([64])
resnet.layer2.0.conv1.weight 73728 torch.Size([128, 64, 3, 3])
resnet.layer2.0.bn1.weight 128 torch.Size([128])
resnet.layer2.0.bn1.bias 128 torch.Size([128])
resnet.layer2.0.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.0.bn2.weight 128 torch.Size([128])
resnet.layer2.0.bn2.bias 128 torch.Size([128])
resnet.layer2.0.downsample.0.weight 8192 torch.Size([128, 64, 1, 1])
resnet.layer2.0.downsample.1.weight 128 torch.Size([128])
resnet.layer2.0.downsample.1.bias 128 torch.Size([128])
resnet.layer2.1.conv1.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn1.weight 128 torch.Size([128])
resnet.layer2.1.bn1.bias 128 torch.Size([128])
resnet.layer2.1.conv2.weight 147456 torch.Size([128, 128, 3, 3])
resnet.layer2.1.bn2.weight 128 torch.Size([128])
resnet.layer2.1.bn2.bias 128 torch.Size([128])
resnet.layer3.0.conv1.weight 294912 torch.Size([256, 128, 3, 3])
resnet.layer3.0.bn1.weight 256 torch.Size([256])
resnet.layer3.0.bn1.bias 256 torch.Size([256])
resnet.layer3.0.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.0.bn2.weight 256 torch.Size([256])
resnet.layer3.0.bn2.bias 256 torch.Size([256])
resnet.layer3.0.downsample.0.weight 32768 torch.Size([256, 128, 1, 1])
resnet.layer3.0.downsample.1.weight 256 torch.Size([256])
resnet.layer3.0.downsample.1.bias 256 torch.Size([256])
resnet.layer3.1.conv1.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn1.weight 256 torch.Size([256])
resnet.layer3.1.bn1.bias 256 torch.Size([256])
resnet.layer3.1.conv2.weight 589824 torch.Size([256, 256, 3, 3])
resnet.layer3.1.bn2.weight 256 torch.Size([256])
resnet.layer3.1.bn2.bias 256 torch.Size([256])
resnet.layer4.0.conv1.weight 1179648 torch.Size([512, 256, 3, 3])
resnet.layer4.0.bn1.weight 512 torch.Size([512])
resnet.layer4.0.bn1.bias 512 torch.Size([512])
resnet.layer4.0.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.0.bn2.weight 512 torch.Size([512])
resnet.layer4.0.bn2.bias 512 torch.Size([512])
resnet.layer4.0.downsample.0.weight 131072 torch.Size([512, 256, 1, 1])
resnet.layer4.0.downsample.1.weight 512 torch.Size([512])
resnet.layer4.0.downsample.1.bias 512 torch.Size([512])
resnet.layer4.1.conv1.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn1.weight 512 torch.Size([512])
resnet.layer4.1.bn1.bias 512 torch.Size([512])
resnet.layer4.1.conv2.weight 2359296 torch.Size([512, 512, 3, 3])
resnet.layer4.1.bn2.weight 512 torch.Size([512])
resnet.layer4.1.bn2.bias 512 torch.Size([512])
instance_projector.0.weight 262144 torch.Size([512, 512])
instance_projector.0.bias 512 torch.Size([512])
instance_projector.2.weight 65536 torch.Size([128, 512])
instance_projector.2.bias 128 torch.Size([128])
cluster_projector.0.weight 262144 torch.Size([512, 512])
cluster_projector.0.bias 512 torch.Size([512])
cluster_projector.2.weight 5120 torch.Size([10, 512])
cluster_projector.2.bias 10 torch.Size([10])
sigma: 3.857421875
Number of total parameters:  11772618
Round:  10 User: 566 Train Loss: 8.212
Norm:  tensor(2.3688, device='cuda:2')
Round:  10 User: 567 Train Loss: 8.167
Norm:  tensor(2.4495, device='cuda:2')
Round:  10 User: 568 Train Loss: 8.271
Norm:  tensor(2.4494, device='cuda:2')
Round:  10 User: 569 Train Loss: 8.127
Norm:  tensor(2.2406, device='cuda:2')
Round:  10 User: 570 Train Loss: 8.308
Norm:  tensor(2.4599, device='cuda:2')
Round:  10 User: 571 Train Loss: 8.116
Norm:  tensor(2.2922, device='cuda:2')
Round:  10 User: 572 Train Loss: 8.322
Norm:  tensor(2.4663, device='cuda:2')
Round:  10 User: 573 Train Loss: 8.205
Norm:  tensor(2.4283, device='cuda:2')
Round:  10 User: 574 Train Loss: 8.213
Norm:  tensor(2.4894, device='cuda:2')
Round:  10 User: 575 Train Loss: 8.109
Norm:  tensor(2.5924, device='cuda:2')
Round:  10 User: 576 Train Loss: 8.275
Norm:  tensor(2.2518, device='cuda:2')
Round:  10 User: 577 Train Loss: 8.356
Norm:  tensor(2.3967, device='cuda:2')
Round:  10 User: 578 Train Loss: 8.312
Norm:  tensor(2.4126, device='cuda:2')
Round:  10 User: 579 Train Loss: 8.219
Norm:  tensor(2.3577, device='cuda:2')
Round:  10 User: 580 Train Loss: 8.225
Norm:  tensor(2.5037, device='cuda:2')
Round:  10 User: 581 Train Loss: 8.138
Norm:  tensor(2.4460, device='cuda:2')
Round:  10 User: 582 Train Loss: 8.232
Norm:  tensor(2.4411, device='cuda:2')
Round:  10 User: 583 Train Loss: 8.168
Norm:  tensor(2.3234, device='cuda:2')
Round:  10 User: 584 Train Loss: 8.196
Norm:  tensor(2.4459, device='cuda:2')
Round:  10 User: 585 Train Loss: 8.245
Norm:  tensor(2.2423, device='cuda:2')
Round:  10 User: 586 Train Loss: 8.188
Norm:  tensor(2.5351, device='cuda:2')
Round:  10 User: 587 Train Loss: 8.342
Norm:  tensor(2.3960, device='cuda:2')
Round:  10 User: 588 Train Loss: 8.256
Norm:  tensor(2.4184, device='cuda:2')
Round:  10 User: 589 Train Loss: 8.306
Norm:  tensor(2.4444, device='cuda:2')
Round:  10 User: 590 Train Loss: 8.161
Norm:  tensor(2.4053, device='cuda:2')
Round:  10 User: 591 Train Loss: 8.241
Norm:  tensor(2.4792, device='cuda:2')
Round:  10 User: 592 Train Loss: 8.380
Norm:  tensor(2.3155, device='cuda:2')
Round:  10 User: 593 Train Loss: 8.242
Norm:  tensor(2.5433, device='cuda:2')
Round:  10 User: 594 Train Loss: 8.125
Norm:  tensor(2.4000, device='cuda:2')
Round:  10 User: 595 Train Loss: 8.173
Norm:  tensor(2.4850, device='cuda:2')
Round:  10 User: 596 Train Loss: 8.265
Norm:  tensor(2.3217, device='cuda:2')
Round:  10 User: 597 Train Loss: 8.271
Norm:  tensor(2.4861, device='cuda:2')
Round:  10 User: 598 Train Loss: 8.262
Norm:  tensor(2.4236, device='cuda:2')
Round:  10 User: 599 Train Loss: 8.224
clip_bound 1.6
count 600
updated norm:  tensor(0.3985, device='cuda:2')
*********Round:  10 Train Loss: 8.232
### Creating features from model ###
Step [0/120]	 Computing features...
Step [20/120]	 Computing features...
Step [40/120]	 Computing features...
Step [60/120]	 Computing features...
Step [80/120]	 Computing features...
Step [100/120]	 Computing features...
Global  NMI = 0.4285 ARI = 0.3494 F = 0.4154 ACC = 0.5669
Average NMI = 0.5574 ARI = 0.3485 F = 0.4147 ACC = 0.5778
Norm:  tensor(2.4602, device='cuda:2')
Round:  11 User: 0 Train Loss: 8.238
Norm:  tensor(2.2115, device='cuda:2')
Round:  11 User: 1 Train Loss: 8.180
Norm:  tensor(2.3198, device='cuda:2')
Round:  11 User: 2 Train Loss: 8.205
Norm:  tensor(2.2990, device='cuda:2')
Round:  11 User: 3 Train Loss: 8.312
Norm:  tensor(2.3760, device='cuda:2')
Round:  11 User: 4 Train Loss: 8.174
Norm:  tensor(2.4335, device='cuda:2')
Round:  11 User: 5 Train Loss: 8.262
Norm:  tensor(2.3901, device='cuda:2')
Round:  11 User: 6 Train Loss: 8.263
Norm:  tensor(2.3778, device='cuda:2')
Round:  11 User: 7 Train Loss: 8.269
Norm:  tensor(2.3604, device='cuda:2')
Round:  11 User: 8 Train Loss: 8.201
Norm:  tensor(2.3785, device='cuda:2')
Round:  11 User: 9 Train Loss: 8.207
Norm:  tensor(2.3417, device='cuda:2')
Round:  11 User: 10 Train Loss: 8.245
Norm:  tensor(2.3762, device='cuda:2')
Round:  11 User: 11 Train Loss: 8.223
Norm:  tensor(2.5224, device='cuda:2')
Round:  11 User: 12 Train Loss: 8.205
Norm:  tensor(2.4651, device='cuda:2')
Round:  11 User: 13 Train Loss: 8.092
Norm:  tensor(2.4764, device='cuda:2')
Round:  11 User: 14 Train Loss: 8.428
Norm:  tensor(2.4362, device='cuda:2')
Round:  11 User: 15 Train Loss: 8.207
Norm:  tensor(2.6665, device='cuda:2')
Round:  11 User: 16 Train Loss: 8.145
Norm:  tensor(2.3221, device='cuda:2')
Round:  11 User: 17 Train Loss: 8.156
Norm:  tensor(2.5600, device='cuda:2')
Round:  11 User: 18 Train Loss: 8.118
Norm:  tensor(2.3113, device='cuda:2')
Round:  11 User: 19 Train Loss: 8.237
Norm:  tensor(2.5418, device='cuda:2')
Round:  11 User: 20 Train Loss: 8.242
Norm:  tensor(2.4424, device='cuda:2')
Round:  11 User: 21 Train Loss: 8.242
Norm:  tensor(2.3951, device='cuda:2')
Round:  11 User: 22 Train Loss: 8.189
Norm:  tensor(2.3080, device='cuda:2')
Round:  11 User: 23 Train Loss: 8.112
Norm:  tensor(2.3480, device='cuda:2')
Round:  11 User: 24 Train Loss: 8.111
Norm:  tensor(2.4671, device='cuda:2')
Round:  11 User: 25 Train Loss: 8.227
Norm:  tensor(2.3029, device='cuda:2')
Round:  11 User: 26 Train Loss: 8.301
Norm:  tensor(2.3924, device='cuda:2')
Round:  11 User: 27 Train Loss: 8.134
Norm:  tensor(2.3315, device='cuda:2')
Round:  11 User: 28 Train Loss: 8.149
Norm:  tensor(2.3633, device='cuda:2')
Round:  11 User: 29 Train Loss: 8.341
Norm:  tensor(2.4810, device='cuda:2')
Round:  11 User: 30 Train Loss: 8.159
Norm:  tensor(2.3211, device='cuda:2')
Round:  11 User: 31 Train Loss: 8.129
Norm:  tensor(2.3265, device='cuda:2')
Round:  11 User: 32 Train Loss: 8.291
Norm:  tensor(2.4023, device='cuda:2')
Round:  11 User: 33 Train Loss: 8.142
Norm:  tensor(2.4375, device='cuda:2')
Round:  11 User: 34 Train Loss: 8.156
Norm:  tensor(2.4285, device='cuda:2')
Round:  11 User: 35 Train Loss: 8.200
Norm:  tensor(2.3437, device='cuda:2')
Round:  11 User: 36 Train Loss: 8.155
Norm:  tensor(2.5000, device='cuda:2')
Round:  11 User: 37 Train Loss: 8.307
Norm:  tensor(2.3932, device='cuda:2')
Round:  11 User: 38 Train Loss: 8.176
Norm:  tensor(2.4623, device='cuda:2')
Round:  11 User: 39 Train Loss: 8.308
Norm:  tensor(2.3092, device='cuda:2')
Round:  11 User: 40 Train Loss: 8.083
Norm:  tensor(2.4246, device='cuda:2')
Round:  11 User: 41 Train Loss: 8.265
Norm:  tensor(2.4477, device='cuda:2')
Round:  11 User: 42 Train Loss: 8.144
Norm:  tensor(2.3959, device='cuda:2')
Round:  11 User: 43 Train Loss: 8.189
Norm:  tensor(2.3021, device='cuda:2')
Round:  11 User: 44 Train Loss: 8.255
Norm:  tensor(2.3507, device='cuda:2')
Round:  11 User: 45 Train Loss: 8.148
Norm:  tensor(2.3712, device='cuda:2')
Round:  11 User: 46 Train Loss: 8.238
Norm:  tensor(2.3942, device='cuda:2')
Round:  11 User: 47 Train Loss: 8.163
Norm:  tensor(2.4509, device='cuda:2')
Round:  11 User: 48 Train Loss: 8.198
Norm:  tensor(2.4458, device='cuda:2')
Round:  11 User: 49 Train Loss: 8.376
Norm:  tensor(2.3694, device='cuda:2')
Round:  11 User: 50 Train Loss: 8.265
Norm:  tensor(2.4538, device='cuda:2')
Round:  11 User: 51 Train Loss: 8.226
Norm:  tensor(2.3808, device='cuda:2')
Round:  11 User: 52 Train Loss: 8.173
Norm:  tensor(2.5013, device='cuda:2')
Round:  11 User: 53 Train Loss: 8.169
Norm:  tensor(2.4116, device='cuda:2')
Round:  11 User: 54 Train Loss: 8.355
Norm:  tensor(2.3244, device='cuda:2')
Round:  11 User: 55 Train Loss: 8.239
Norm:  tensor(2.4558, device='cuda:2')
Round:  11 User: 56 Train Loss: 8.140
Norm:  tensor(2.4961, device='cuda:2')
Round:  11 User: 57 Train Loss: 8.236
Norm:  tensor(2.4085, device='cuda:2')
Round:  11 User: 58 Train Loss: 8.116
Norm:  tensor(2.3673, device='cuda:2')
Round:  11 User: 59 Train Loss: 8.188
Norm:  tensor(2.5011, device='cuda:2')
Round:  11 User: 60 Train Loss: 8.293
Norm:  tensor(2.3897, device='cuda:2')
Round:  11 User: 61 Train Loss: 8.295
Norm:  tensor(2.3077, device='cuda:2')
Round:  11 User: 62 Train Loss: 8.180
Norm:  tensor(2.3849, device='cuda:2')
Round:  11 User: 63 Train Loss: 8.205
Norm:  tensor(2.3836, device='cuda:2')
Round:  11 User: 64 Train Loss: 8.246
Norm:  tensor(2.2728, device='cuda:2')
Round:  11 User: 65 Train Loss: 8.229
Norm:  tensor(2.4543, device='cuda:2')
Round:  11 User: 66 Train Loss: 8.215
Norm:  tensor(2.5463, device='cuda:2')
Round:  11 User: 67 Train Loss: 8.134
Norm:  tensor(2.4559, device='cuda:2')
Round:  11 User: 68 Train Loss: 8.188
Norm:  tensor(2.4305, device='cuda:2')
Round:  11 User: 69 Train Loss: 8.159
Norm:  tensor(2.4302, device='cuda:2')
Round:  11 User: 70 Train Loss: 8.244
Norm:  tensor(2.3775, device='cuda:2')
Round:  11 User: 71 Train Loss: 8.208
Norm:  tensor(2.4065, device='cuda:2')
Round:  11 User: 72 Train Loss: 8.080
Norm:  tensor(2.3200, device='cuda:2')
Round:  11 User: 73 Train Loss: 8.223
Norm:  tensor(2.3180, device='cuda:2')
Round:  11 User: 74 Train Loss: 8.216
Norm:  tensor(2.2696, device='cuda:2')
Round:  11 User: 75 Train Loss: 8.203
Norm:  tensor(2.4475, device='cuda:2')
Round:  11 User: 76 Train Loss: 8.267
Norm:  tensor(2.4179, device='cuda:2')
Round:  11 User: 77 Train Loss: 8.238
Norm:  tensor(2.4704, device='cuda:2')
Round:  11 User: 78 Train Loss: 8.184
Norm:  tensor(2.3819, device='cuda:2')
Round:  11 User: 79 Train Loss: 8.222
Norm:  tensor(2.4808, device='cuda:2')
Round:  11 User: 80 Train Loss: 8.159
Norm:  tensor(2.4364, device='cuda:2')
Round:  11 User: 81 Train Loss: 8.216
Norm:  tensor(2.4536, device='cuda:2')
Round:  11 User: 82 Train Loss: 8.156
Norm:  tensor(2.3967, device='cuda:2')
Round:  11 User: 83 Train Loss: 8.200
Norm:  tensor(2.2707, device='cuda:2')
Round:  11 User: 84 Train Loss: 8.247
Norm:  tensor(2.4005, device='cuda:2')
Round:  11 User: 85 Train Loss: 8.314
Norm:  tensor(2.3928, device='cuda:2')
Round:  11 User: 86 Train Loss: 8.314
Norm:  tensor(2.5301, device='cuda:2')
Round:  11 User: 87 Train Loss: 8.256
Norm:  tensor(2.4444, device='cuda:2')
Round:  11 User: 88 Train Loss: 8.289
Norm:  tensor(2.4917, device='cuda:2')
Round:  11 User: 89 Train Loss: 8.203
Norm:  tensor(2.4870, device='cuda:2')
Round:  11 User: 90 Train Loss: 8.208
Norm:  tensor(2.4187, device='cuda:2')
Round:  11 User: 91 Train Loss: 8.078
Norm:  tensor(2.4924, device='cuda:2')
Round:  11 User: 92 Train Loss: 8.117
Norm:  tensor(2.3835, device='cuda:2')
Round:  11 User: 93 Train Loss: 8.219
Norm:  tensor(2.5631, device='cuda:2')
Round:  11 User: 94 Train Loss: 8.103
Norm:  tensor(2.4921, device='cuda:2')
Round:  11 User: 95 Train Loss: 8.239
Norm:  tensor(2.4419, device='cuda:2')
Round:  11 User: 96 Train Loss: 8.269
Norm:  tensor(2.2335, device='cuda:2')
Round:  11 User: 97 Train Loss: 8.302
Norm:  tensor(2.3762, device='cuda:2')
Round:  11 User: 98 Train Loss: 8.194
Norm:  tensor(2.5610, device='cuda:2')
Round:  11 User: 99 Train Loss: 8.243
Norm:  tensor(2.3632, device='cuda:2')
Round:  11 User: 100 Train Loss: 8.101
Norm:  tensor(2.4454, device='cuda:2')
Round:  11 User: 101 Train Loss: 8.193
Norm:  tensor(2.2849, device='cuda:2')
Round:  11 User: 102 Train Loss: 8.211
Norm:  tensor(2.5707, device='cuda:2')
Round:  11 User: 103 Train Loss: 8.217
Norm:  tensor(2.3766, device='cuda:2')
Round:  11 User: 104 Train Loss: 8.259
Norm:  tensor(2.3680, device='cuda:2')
Round:  11 User: 105 Train Loss: 8.182
Norm:  tensor(2.3719, device='cuda:2')
Round:  11 User: 106 Train Loss: 8.278
Norm:  tensor(2.2973, device='cuda:2')
Round:  11 User: 107 Train Loss: 8.236
Norm:  tensor(2.4952, device='cuda:2')
Round:  11 User: 108 Train Loss: 8.229
Norm:  tensor(2.3861, device='cuda:2')
Round:  11 User: 109 Train Loss: 8.174
Norm:  tensor(2.4173, device='cuda:2')
Round:  11 User: 110 Train Loss: 8.169
Norm:  tensor(2.3326, device='cuda:2')
Round:  11 User: 111 Train Loss: 8.122
Norm:  tensor(2.3491, device='cuda:2')
Round:  11 User: 112 Train Loss: 8.209
Norm:  tensor(2.5243, device='cuda:2')
Round:  11 User: 113 Train Loss: 8.250
Norm:  tensor(2.4772, device='cuda:2')
Round:  11 User: 114 Train Loss: 8.080
Norm:  tensor(2.3648, device='cuda:2')
Round:  11 User: 115 Train Loss: 8.295
Norm:  tensor(2.2185, device='cuda:2')
Round:  11 User: 116 Train Loss: 8.194
Norm:  tensor(2.4458, device='cuda:2')
Round:  11 User: 117 Train Loss: 8.161
Norm:  tensor(2.3475, device='cuda:2')
Round:  11 User: 118 Train Loss: 8.180
Norm:  tensor(2.3975, device='cuda:2')
Round:  11 User: 119 Train Loss: 8.229
Norm:  tensor(2.3310, device='cuda:2')
Round:  11 User: 120 Train Loss: 8.187
Norm:  tensor(2.4407, device='cuda:2')
Round:  11 User: 121 Train Loss: 8.134
Norm:  tensor(2.3671, device='cuda:2')
Round:  11 User: 122 Train Loss: 8.334
Norm:  tensor(2.2980, device='cuda:2')
Round:  11 User: 123 Train Loss: 8.187
Norm:  tensor(2.4726, device='cuda:2')
Round:  11 User: 124 Train Loss: 8.251
Norm:  tensor(2.4351, device='cuda:2')
Round:  11 User: 125 Train Loss: 8.204
Norm:  tensor(2.4666, device='cuda:2')
Round:  11 User: 126 Train Loss: 8.205
Norm:  tensor(2.4137, device='cuda:2')
Round:  11 User: 127 Train Loss: 8.246
Norm:  tensor(2.4400, device='cuda:2')
Round:  11 User: 128 Train Loss: 8.168
Norm:  tensor(2.2814, device='cuda:2')
Round:  11 User: 129 Train Loss: 8.397
Norm:  tensor(2.3638, device='cuda:2')
Round:  11 User: 130 Train Loss: 8.257
Norm:  tensor(2.4685, device='cuda:2')
Round:  11 User: 131 Train Loss: 8.153
Norm:  tensor(2.4300, device='cuda:2')
Round:  11 User: 132 Train Loss: 8.198
Norm:  tensor(2.4652, device='cuda:2')
Round:  11 User: 133 Train Loss: 8.135
Norm:  tensor(2.5108, device='cuda:2')
Round:  11 User: 134 Train Loss: 8.234
Norm:  tensor(2.4475, device='cuda:2')
Round:  11 User: 135 Train Loss: 8.162
Norm:  tensor(2.4502, device='cuda:2')
Round:  11 User: 136 Train Loss: 8.163
Norm:  tensor(2.3703, device='cuda:2')
Round:  11 User: 137 Train Loss: 8.294
Norm:  tensor(2.5205, device='cuda:2')
Round:  11 User: 138 Train Loss: 8.080
Norm:  tensor(2.3180, device='cuda:2')
Round:  11 User: 139 Train Loss: 8.238
Norm:  tensor(2.3815, device='cuda:2')
Round:  11 User: 140 Train Loss: 8.396
Norm:  tensor(2.3990, device='cuda:2')
Round:  11 User: 141 Train Loss: 8.113
Norm:  tensor(2.5348, device='cuda:2')
Round:  11 User: 142 Train Loss: 8.174
Norm:  tensor(2.4626, device='cuda:2')
Round:  11 User: 143 Train Loss: 8.188
Norm:  tensor(2.3423, device='cuda:2')
Round:  11 User: 144 Train Loss: 8.144
Norm:  tensor(2.4437, device='cuda:2')
Round:  11 User: 145 Train Loss: 8.183
Norm:  tensor(2.4390, device='cuda:2')
Round:  11 User: 146 Train Loss: 8.199
Norm:  tensor(2.6287, device='cuda:2')
Round:  11 User: 147 Train Loss: 8.168
Norm:  tensor(2.5635, device='cuda:2')
Round:  11 User: 148 Train Loss: 8.143
Norm:  tensor(2.4478, device='cuda:2')
Round:  11 User: 149 Train Loss: 8.179
Norm:  tensor(2.5994, device='cuda:2')
Round:  11 User: 150 Train Loss: 8.267
Norm:  tensor(2.2612, device='cuda:2')
Round:  11 User: 151 Train Loss: 8.357
Norm:  tensor(2.4535, device='cuda:2')
Round:  11 User: 152 Train Loss: 8.150
Norm:  tensor(2.4412, device='cuda:2')
Round:  11 User: 153 Train Loss: 8.103
Norm:  tensor(2.3795, device='cuda:2')
Round:  11 User: 154 Train Loss: 8.163
Norm:  tensor(2.4825, device='cuda:2')
Round:  11 User: 155 Train Loss: 8.341
Norm:  tensor(2.4880, device='cuda:2')
Round:  11 User: 156 Train Loss: 8.184
Norm:  tensor(2.5181, device='cuda:2')
Round:  11 User: 157 Train Loss: 8.136
Norm:  tensor(2.4342, device='cuda:2')
Round:  11 User: 158 Train Loss: 8.171
Norm:  tensor(2.3406, device='cuda:2')
Round:  11 User: 159 Train Loss: 8.237
Norm:  tensor(2.3034, device='cuda:2')
Round:  11 User: 160 Train Loss: 8.167
Norm:  tensor(2.3382, device='cuda:2')
Round:  11 User: 161 Train Loss: 8.188
Norm:  tensor(2.4272, device='cuda:2')
Round:  11 User: 162 Train Loss: 8.266
Norm:  tensor(2.3819, device='cuda:2')
Round:  11 User: 163 Train Loss: 8.258
Norm:  tensor(2.4328, device='cuda:2')
Round:  11 User: 164 Train Loss: 8.189
Norm:  tensor(2.5134, device='cuda:2')
Round:  11 User: 165 Train Loss: 8.070
Norm:  tensor(2.4494, device='cuda:2')
Round:  11 User: 166 Train Loss: 8.158
Norm:  tensor(2.3916, device='cuda:2')
Round:  11 User: 167 Train Loss: 8.215
Norm:  tensor(2.3185, device='cuda:2')
Round:  11 User: 168 Train Loss: 8.251
Norm:  tensor(2.5177, device='cuda:2')
Round:  11 User: 169 Train Loss: 8.153
Norm:  tensor(2.2964, device='cuda:2')
Round:  11 User: 170 Train Loss: 8.125
Norm:  tensor(2.4995, device='cuda:2')
Round:  11 User: 171 Train Loss: 8.128
Norm:  tensor(2.4016, device='cuda:2')
Round:  11 User: 172 Train Loss: 8.199
Norm:  tensor(2.3363, device='cuda:2')
Round:  11 User: 173 Train Loss: 8.156
Norm:  tensor(2.4378, device='cuda:2')
Round:  11 User: 174 Train Loss: 8.144
Norm:  tensor(2.3976, device='cuda:2')
Round:  11 User: 175 Train Loss: 8.163
Norm:  tensor(2.4549, device='cuda:2')
Round:  11 User: 176 Train Loss: 8.180
Norm:  tensor(2.3211, device='cuda:2')
Round:  11 User: 177 Train Loss: 8.156
Norm:  tensor(2.4911, device='cuda:2')
Round:  11 User: 178 Train Loss: 8.209
Norm:  tensor(2.4916, device='cuda:2')
Round:  11 User: 179 Train Loss: 8.126
Norm:  tensor(2.3763, device='cuda:2')
Round:  11 User: 180 Train Loss: 8.156
Norm:  tensor(2.4194, device='cuda:2')
Round:  11 User: 181 Train Loss: 8.195
Norm:  tensor(2.3688, device='cuda:2')
Round:  11 User: 182 Train Loss: 8.186
Norm:  tensor(2.3486, device='cuda:2')
Round:  11 User: 183 Train Loss: 8.216
Norm:  tensor(2.5209, device='cuda:2')
Round:  11 User: 184 Train Loss: 8.124
Norm:  tensor(2.3742, device='cuda:2')
Round:  11 User: 185 Train Loss: 8.387
Norm:  tensor(2.3770, device='cuda:2')
Round:  11 User: 186 Train Loss: 8.290
Norm:  tensor(2.4146, device='cuda:2')
Round:  11 User: 187 Train Loss: 8.143
Norm:  tensor(2.4272, device='cuda:2')
Round:  11 User: 188 Train Loss: 8.199
Norm:  tensor(2.5205, device='cuda:2')
Round:  11 User: 189 Train Loss: 8.092
Norm:  tensor(2.4308, device='cuda:2')
Round:  11 User: 190 Train Loss: 8.209
Norm:  tensor(2.2343, device='cuda:2')
Round:  11 User: 191 Train Loss: 8.276
Norm:  tensor(2.4387, device='cuda:2')
Round:  11 User: 192 Train Loss: 8.116
Norm:  tensor(2.5865, device='cuda:2')
Round:  11 User: 193 Train Loss: 8.223
Norm:  tensor(2.4712, device='cuda:2')
Round:  11 User: 194 Train Loss: 8.077
Norm:  tensor(2.3169, device='cuda:2')
Round:  11 User: 195 Train Loss: 8.117
Norm:  tensor(2.4124, device='cuda:2')
Round:  11 User: 196 Train Loss: 8.139
Norm:  tensor(2.3637, device='cuda:2')
Round:  11 User: 197 Train Loss: 8.204
Norm:  tensor(2.3518, device='cuda:2')
Round:  11 User: 198 Train Loss: 8.228
Norm:  tensor(2.3597, device='cuda:2')
Round:  11 User: 199 Train Loss: 8.219
Norm:  tensor(2.5036, device='cuda:2')
Round:  11 User: 200 Train Loss: 8.160
Norm:  tensor(2.3045, device='cuda:2')
Round:  11 User: 201 Train Loss: 8.248
Norm:  tensor(2.5451, device='cuda:2')
Round:  11 User: 202 Train Loss: 8.206
Norm:  tensor(2.4780, device='cuda:2')
Round:  11 User: 203 Train Loss: 8.228
Norm:  tensor(2.4592, device='cuda:2')
Round:  11 User: 204 Train Loss: 8.282
Norm:  tensor(2.4468, device='cuda:2')
Round:  11 User: 205 Train Loss: 8.163
Norm:  tensor(2.3109, device='cuda:2')
Round:  11 User: 206 Train Loss: 8.269
Norm:  tensor(2.3710, device='cuda:2')
Round:  11 User: 207 Train Loss: 8.205
Norm:  tensor(2.3830, device='cuda:2')
Round:  11 User: 208 Train Loss: 8.268
Norm:  tensor(2.2952, device='cuda:2')
Round:  11 User: 209 Train Loss: 8.229
Norm:  tensor(2.4576, device='cuda:2')
Round:  11 User: 210 Train Loss: 8.284
Norm:  tensor(2.3375, device='cuda:2')
Round:  11 User: 211 Train Loss: 8.203
Norm:  tensor(2.3864, device='cuda:2')
Round:  11 User: 212 Train Loss: 8.175
Norm:  tensor(2.4793, device='cuda:2')
Round:  11 User: 213 Train Loss: 8.177
Norm:  tensor(2.4467, device='cuda:2')
Round:  11 User: 214 Train Loss: 8.148
Norm:  tensor(2.4381, device='cuda:2')
Round:  11 User: 215 Train Loss: 8.270
Norm:  tensor(2.3491, device='cuda:2')
